index,prediction
2166,nan unknown_unit
2167,nan unknown_unit
2168,nan unknown_unit
2169,nan unknown_unit
2170,nan unknown_unit
2171,nan unknown_unit
2172,nan unknown_unit
2173,nan unknown_unit
2174,nan unknown_unit
2175,nan unknown_unit
2176,nan unknown_unit
2177,nan unknown_unit
2178,nan unknown_unit
2179,nan unknown_unit
2180,nan unknown_unit
2181,nan unknown_unit
2182,nan unknown_unit
2183,nan unknown_unit
2184,nan unknown_unit
2185,nan unknown_unit
2186,nan unknown_unit
2187,nan unknown_unit
2188,nan unknown_unit
2189,nan unknown_unit
2190,nan unknown_unit
2191,nan unknown_unit
2192,nan unknown_unit
2193,nan unknown_unit
2194,nan unknown_unit
2195,nan unknown_unit
2196,nan unknown_unit
2197,nan unknown_unit
2198,nan unknown_unit
2199,nan unknown_unit
2200,nan unknown_unit
2201,nan unknown_unit
2202,nan unknown_unit
2203,nan unknown_unit
2204,nan unknown_unit
2205,nan unknown_unit
2206,nan unknown_unit
2207,nan unknown_unit
2208,nan unknown_unit
2209,nan unknown_unit
2210,nan unknown_unit
2211,nan unknown_unit
2212,nan unknown_unit
2213,nan unknown_unit
2214,nan unknown_unit
2215,nan unknown_unit
2216,nan unknown_unit
2217,nan unknown_unit
2218,nan unknown_unit
2219,nan unknown_unit
2220,nan unknown_unit
2221,nan unknown_unit
2222,nan unknown_unit
2223,nan unknown_unit
2224,nan unknown_unit
2225,nan unknown_unit
2226,nan unknown_unit
2227,nan unknown_unit
2228,nan unknown_unit
2229,nan unknown_unit
2230,nan unknown_unit
2231,nan unknown_unit
2232,nan unknown_unit
2233,nan unknown_unit
2234,nan unknown_unit
2235,nan unknown_unit
2236,nan unknown_unit
2237,nan unknown_unit
2238,nan unknown_unit
2239,nan unknown_unit
2240,nan unknown_unit
2241,nan unknown_unit
2242,nan unknown_unit
2243,nan unknown_unit
2244,nan unknown_unit
2245,nan unknown_unit
2246,nan unknown_unit
2247,nan unknown_unit
2248,nan unknown_unit
2249,nan unknown_unit
2250,nan unknown_unit
2251,nan unknown_unit
2252,nan unknown_unit
2253,nan unknown_unit
2254,nan unknown_unit
2255,nan unknown_unit
2256,nan unknown_unit
2257,nan unknown_unit
2258,nan unknown_unit
2259,nan unknown_unit
2260,nan unknown_unit
2261,nan unknown_unit
2262,nan unknown_unit
2263,nan unknown_unit
2264,nan unknown_unit
2265,nan unknown_unit
2266,nan unknown_unit
2267,nan unknown_unit
2268,nan unknown_unit
2269,nan unknown_unit
2270,nan unknown_unit
2271,nan unknown_unit
2272,nan unknown_unit
2273,nan unknown_unit
2274,nan unknown_unit
2275,nan unknown_unit
2276,nan unknown_unit
2277,nan unknown_unit
2278,nan unknown_unit
2279,nan unknown_unit
2280,nan unknown_unit
2281,nan unknown_unit
2282,nan unknown_unit
2283,nan unknown_unit
2284,nan unknown_unit
2285,nan unknown_unit
2286,nan unknown_unit
2287,nan unknown_unit
2288,nan unknown_unit
2289,nan unknown_unit
2290,nan unknown_unit
2291,nan unknown_unit
2292,nan unknown_unit
2293,nan unknown_unit
2294,nan unknown_unit
2295,nan unknown_unit
2296,nan unknown_unit
2297,nan unknown_unit
2298,nan unknown_unit
2299,nan unknown_unit
2300,nan unknown_unit
2301,nan unknown_unit
2302,nan unknown_unit
2303,nan unknown_unit
2304,nan unknown_unit
2305,nan unknown_unit
2306,nan unknown_unit
2307,nan unknown_unit
2308,nan unknown_unit
2309,nan unknown_unit
2310,nan unknown_unit
2311,nan unknown_unit
2312,nan unknown_unit
2313,nan unknown_unit
2314,nan unknown_unit
2315,nan unknown_unit
2316,nan unknown_unit
2317,nan unknown_unit
2318,nan unknown_unit
2319,nan unknown_unit
2320,nan unknown_unit
2321,nan unknown_unit
2322,nan unknown_unit
2323,nan unknown_unit
2324,nan unknown_unit
2325,nan unknown_unit
2326,nan unknown_unit
2327,nan unknown_unit
2328,nan unknown_unit
2329,nan unknown_unit
2330,nan unknown_unit
2331,nan unknown_unit
2332,nan unknown_unit
2333,nan unknown_unit
2334,nan unknown_unit
2335,nan unknown_unit
2336,nan unknown_unit
2337,nan unknown_unit
2338,nan unknown_unit
2339,nan unknown_unit
2340,nan unknown_unit
2341,nan unknown_unit
2342,nan unknown_unit
2343,nan unknown_unit
2344,nan unknown_unit
2345,nan unknown_unit
2346,nan unknown_unit
2347,nan unknown_unit
2348,nan unknown_unit
2349,nan unknown_unit
2350,nan unknown_unit
2351,nan unknown_unit
2352,nan unknown_unit
2353,nan unknown_unit
2354,nan unknown_unit
2355,nan unknown_unit
2356,nan unknown_unit
2357,nan unknown_unit
2358,nan unknown_unit
2359,nan unknown_unit
2360,nan unknown_unit
2361,nan unknown_unit
2362,nan unknown_unit
2363,nan unknown_unit
2364,nan unknown_unit
2365,nan unknown_unit
2366,nan unknown_unit
2367,nan unknown_unit
2368,nan unknown_unit
2369,nan unknown_unit
2370,nan unknown_unit
2371,nan unknown_unit
2372,nan unknown_unit
2373,nan unknown_unit
2374,nan unknown_unit
2375,nan unknown_unit
2376,nan unknown_unit
2377,nan unknown_unit
2378,nan unknown_unit
2379,nan unknown_unit
2380,nan unknown_unit
2381,nan unknown_unit
2382,nan unknown_unit
2383,nan unknown_unit
2384,nan unknown_unit
2385,nan unknown_unit
2386,nan unknown_unit
2387,nan unknown_unit
2388,nan unknown_unit
2389,nan unknown_unit
2390,nan unknown_unit
2391,nan unknown_unit
2392,nan unknown_unit
2393,nan unknown_unit
2394,nan unknown_unit
2395,nan unknown_unit
2396,nan unknown_unit
2397,nan unknown_unit
2398,nan unknown_unit
2399,nan unknown_unit
2400,nan unknown_unit
2401,nan unknown_unit
2402,nan unknown_unit
2403,nan unknown_unit
2404,nan unknown_unit
2405,nan unknown_unit
2406,nan unknown_unit
2407,nan unknown_unit
2408,nan unknown_unit
2409,nan unknown_unit
2410,nan unknown_unit
2411,nan unknown_unit
2412,nan unknown_unit
2413,nan unknown_unit
2414,nan unknown_unit
2415,nan unknown_unit
2416,nan unknown_unit
2417,nan unknown_unit
2418,nan unknown_unit
2419,nan unknown_unit
2420,nan unknown_unit
2421,nan unknown_unit
2422,nan unknown_unit
2423,nan unknown_unit
2424,nan unknown_unit
2425,nan unknown_unit
2426,nan unknown_unit
2427,nan unknown_unit
2428,nan unknown_unit
2429,nan unknown_unit
2430,nan unknown_unit
2431,nan unknown_unit
2432,nan unknown_unit
2433,nan unknown_unit
2434,nan unknown_unit
2435,nan unknown_unit
2436,nan unknown_unit
2437,nan unknown_unit
2438,nan unknown_unit
2439,nan unknown_unit
2440,nan unknown_unit
2441,nan unknown_unit
2442,nan unknown_unit
2443,nan unknown_unit
2444,nan unknown_unit
2445,nan unknown_unit
2446,nan unknown_unit
2447,nan unknown_unit
2448,nan unknown_unit
2449,nan unknown_unit
2450,nan unknown_unit
2451,nan unknown_unit
2452,nan unknown_unit
2453,nan unknown_unit
2454,nan unknown_unit
2455,nan unknown_unit
2456,nan unknown_unit
2457,nan unknown_unit
2458,nan unknown_unit
2459,nan unknown_unit
2460,nan unknown_unit
2461,nan unknown_unit
2462,nan unknown_unit
2463,nan unknown_unit
2464,nan unknown_unit
2465,nan unknown_unit
2466,nan unknown_unit
2467,nan unknown_unit
2468,nan unknown_unit
2469,nan unknown_unit
2470,nan unknown_unit
2471,nan unknown_unit
2472,nan unknown_unit
2473,nan unknown_unit
2474,nan unknown_unit
2475,nan unknown_unit
2476,nan unknown_unit
2477,nan unknown_unit
2478,nan unknown_unit
2479,nan unknown_unit
2480,nan unknown_unit
2481,nan unknown_unit
2482,nan unknown_unit
2483,nan unknown_unit
2484,nan unknown_unit
2485,nan unknown_unit
2486,nan unknown_unit
2487,nan unknown_unit
2488,nan unknown_unit
2489,nan unknown_unit
2490,nan unknown_unit
2491,nan unknown_unit
2492,nan unknown_unit
2493,nan unknown_unit
2494,nan unknown_unit
2495,nan unknown_unit
2496,nan unknown_unit
2497,nan unknown_unit
2498,nan unknown_unit
2499,nan unknown_unit
2500,nan unknown_unit
2501,nan unknown_unit
2502,nan unknown_unit
2503,nan unknown_unit
2504,nan unknown_unit
2505,nan unknown_unit
2506,nan unknown_unit
2507,nan unknown_unit
2508,nan unknown_unit
2509,nan unknown_unit
2510,nan unknown_unit
2511,nan unknown_unit
2512,nan unknown_unit
2513,nan unknown_unit
2514,nan unknown_unit
2515,nan unknown_unit
2516,nan unknown_unit
2517,nan unknown_unit
2518,nan unknown_unit
2519,nan unknown_unit
2520,nan unknown_unit
2521,nan unknown_unit
2522,nan unknown_unit
2523,nan unknown_unit
2524,nan unknown_unit
2525,nan unknown_unit
2526,nan unknown_unit
2527,nan unknown_unit
2528,nan unknown_unit
2529,nan unknown_unit
2530,nan unknown_unit
2531,nan unknown_unit
2532,nan unknown_unit
2533,nan unknown_unit
2534,nan unknown_unit
2535,nan unknown_unit
2536,nan unknown_unit
2537,nan unknown_unit
2538,nan unknown_unit
2539,nan unknown_unit
2540,nan unknown_unit
2541,nan unknown_unit
2542,nan unknown_unit
2543,nan unknown_unit
2544,nan unknown_unit
2545,nan unknown_unit
2546,nan unknown_unit
2547,nan unknown_unit
2548,nan unknown_unit
2549,nan unknown_unit
2550,nan unknown_unit
2551,nan unknown_unit
2552,nan unknown_unit
2553,nan unknown_unit
2554,nan unknown_unit
2555,nan unknown_unit
2556,nan unknown_unit
2557,nan unknown_unit
2558,nan unknown_unit
2559,nan unknown_unit
2560,nan unknown_unit
2561,nan unknown_unit
2562,nan unknown_unit
2563,nan unknown_unit
2564,nan unknown_unit
2565,nan unknown_unit
2566,nan unknown_unit
2567,nan unknown_unit
2568,nan unknown_unit
2569,nan unknown_unit
2570,nan unknown_unit
2571,nan unknown_unit
2572,nan unknown_unit
2573,nan unknown_unit
2574,nan unknown_unit
2575,nan unknown_unit
2576,nan unknown_unit
2577,nan unknown_unit
2578,nan unknown_unit
2579,nan unknown_unit
2580,nan unknown_unit
2581,nan unknown_unit
2582,nan unknown_unit
2583,nan unknown_unit
2584,nan unknown_unit
2585,nan unknown_unit
2586,nan unknown_unit
2587,nan unknown_unit
2588,nan unknown_unit
2589,nan unknown_unit
2590,nan unknown_unit
2591,nan unknown_unit
2592,nan unknown_unit
2593,nan unknown_unit
2594,nan unknown_unit
2595,nan unknown_unit
2596,nan unknown_unit
2597,nan unknown_unit
2598,nan unknown_unit
2599,nan unknown_unit
2600,nan unknown_unit
2601,nan unknown_unit
2602,nan unknown_unit
2603,nan unknown_unit
2604,nan unknown_unit
2605,nan unknown_unit
2606,nan unknown_unit
2607,nan unknown_unit
2608,nan unknown_unit
2609,nan unknown_unit
2610,nan unknown_unit
2611,nan unknown_unit
2612,nan unknown_unit
2613,nan unknown_unit
2614,nan unknown_unit
2615,nan unknown_unit
2616,nan unknown_unit
2617,nan unknown_unit
2618,nan unknown_unit
2619,nan unknown_unit
2620,nan unknown_unit
2621,nan unknown_unit
2622,nan unknown_unit
2623,nan unknown_unit
2624,nan unknown_unit
2625,nan unknown_unit
2626,nan unknown_unit
2627,nan unknown_unit
2628,nan unknown_unit
2629,nan unknown_unit
2630,nan unknown_unit
2631,nan unknown_unit
2632,nan unknown_unit
2633,nan unknown_unit
2634,nan unknown_unit
2635,nan unknown_unit
2636,nan unknown_unit
2637,nan unknown_unit
2638,nan unknown_unit
2639,nan unknown_unit
2640,nan unknown_unit
2641,nan unknown_unit
2642,nan unknown_unit
2643,nan unknown_unit
2644,nan unknown_unit
2645,nan unknown_unit
2646,nan unknown_unit
2647,nan unknown_unit
2648,nan unknown_unit
2649,nan unknown_unit
2650,nan unknown_unit
2651,nan unknown_unit
2652,nan unknown_unit
2653,nan unknown_unit
2654,nan unknown_unit
2655,nan unknown_unit
2656,nan unknown_unit
2657,nan unknown_unit
2658,nan unknown_unit
2659,nan unknown_unit
2660,nan unknown_unit
2661,nan unknown_unit
2662,nan unknown_unit
2663,nan unknown_unit
2664,nan unknown_unit
2665,nan unknown_unit
2666,nan unknown_unit
2667,nan unknown_unit
2668,nan unknown_unit
2669,nan unknown_unit
2670,nan unknown_unit
2671,nan unknown_unit
2672,nan unknown_unit
2673,nan unknown_unit
2674,nan unknown_unit
2675,nan unknown_unit
2676,nan unknown_unit
2677,nan unknown_unit
2678,nan unknown_unit
2679,nan unknown_unit
2680,nan unknown_unit
2681,nan unknown_unit
2682,nan unknown_unit
2683,nan unknown_unit
2684,nan unknown_unit
2685,nan unknown_unit
2686,nan unknown_unit
2687,nan unknown_unit
2688,nan unknown_unit
2689,nan unknown_unit
2690,nan unknown_unit
2691,nan unknown_unit
2692,nan unknown_unit
2693,nan unknown_unit
2694,nan unknown_unit
2695,nan unknown_unit
2696,nan unknown_unit
2697,nan unknown_unit
2698,nan unknown_unit
2699,nan unknown_unit
2700,nan unknown_unit
2701,nan unknown_unit
2702,nan unknown_unit
2703,nan unknown_unit
2704,nan unknown_unit
2705,nan unknown_unit
2706,nan unknown_unit
2707,nan unknown_unit
2708,nan unknown_unit
2709,nan unknown_unit
2710,nan unknown_unit
2711,nan unknown_unit
2712,nan unknown_unit
2713,nan unknown_unit
2714,nan unknown_unit
2715,nan unknown_unit
2716,nan unknown_unit
2717,nan unknown_unit
2718,nan unknown_unit
2719,nan unknown_unit
2720,nan unknown_unit
2721,nan unknown_unit
2722,nan unknown_unit
2723,nan unknown_unit
2724,nan unknown_unit
2725,nan unknown_unit
2726,nan unknown_unit
2727,nan unknown_unit
2728,nan unknown_unit
2729,nan unknown_unit
2730,nan unknown_unit
2731,nan unknown_unit
2732,nan unknown_unit
2733,nan unknown_unit
2734,nan unknown_unit
2735,nan unknown_unit
2736,nan unknown_unit
2737,nan unknown_unit
2738,nan unknown_unit
2739,nan unknown_unit
2740,nan unknown_unit
2741,nan unknown_unit
2742,nan unknown_unit
2743,nan unknown_unit
2744,nan unknown_unit
2745,nan unknown_unit
2746,nan unknown_unit
2747,nan unknown_unit
2748,nan unknown_unit
2749,nan unknown_unit
2750,nan unknown_unit
2751,nan unknown_unit
2752,nan unknown_unit
2753,nan unknown_unit
2754,nan unknown_unit
2755,nan unknown_unit
2756,nan unknown_unit
2757,nan unknown_unit
2758,nan unknown_unit
2759,nan unknown_unit
2760,nan unknown_unit
2761,nan unknown_unit
2762,nan unknown_unit
2763,nan unknown_unit
2764,nan unknown_unit
2765,nan unknown_unit
2766,nan unknown_unit
2767,nan unknown_unit
2768,nan unknown_unit
2769,nan unknown_unit
2770,nan unknown_unit
2771,nan unknown_unit
2772,nan unknown_unit
2773,nan unknown_unit
2774,nan unknown_unit
2775,nan unknown_unit
2776,nan unknown_unit
2777,nan unknown_unit
2778,nan unknown_unit
2779,nan unknown_unit
2780,nan unknown_unit
2781,nan unknown_unit
2782,nan unknown_unit
2783,nan unknown_unit
2784,nan unknown_unit
2785,nan unknown_unit
2786,nan unknown_unit
2787,nan unknown_unit
2788,nan unknown_unit
2789,nan unknown_unit
2790,nan unknown_unit
2791,nan unknown_unit
2792,nan unknown_unit
2793,nan unknown_unit
2794,nan unknown_unit
2795,nan unknown_unit
2796,nan unknown_unit
2797,nan unknown_unit
2798,nan unknown_unit
2799,nan unknown_unit
2800,nan unknown_unit
2801,nan unknown_unit
2802,nan unknown_unit
2803,nan unknown_unit
2804,nan unknown_unit
2805,nan unknown_unit
2806,nan unknown_unit
2807,nan unknown_unit
2808,nan unknown_unit
2809,nan unknown_unit
2810,nan unknown_unit
2811,nan unknown_unit
2812,nan unknown_unit
2813,nan unknown_unit
2814,nan unknown_unit
2815,nan unknown_unit
2816,nan unknown_unit
2817,nan unknown_unit
2818,nan unknown_unit
2819,nan unknown_unit
2820,nan unknown_unit
2821,nan unknown_unit
2822,nan unknown_unit
2823,nan unknown_unit
2824,nan unknown_unit
2825,nan unknown_unit
2826,nan unknown_unit
2827,nan unknown_unit
2828,nan unknown_unit
2829,nan unknown_unit
2830,nan unknown_unit
2831,nan unknown_unit
2832,nan unknown_unit
2833,nan unknown_unit
2834,nan unknown_unit
2835,nan unknown_unit
2836,nan unknown_unit
2837,nan unknown_unit
2838,nan unknown_unit
2839,nan unknown_unit
2840,nan unknown_unit
2841,nan unknown_unit
2842,nan unknown_unit
2843,nan unknown_unit
2844,nan unknown_unit
2845,nan unknown_unit
2846,nan unknown_unit
2847,nan unknown_unit
2848,nan unknown_unit
2849,nan unknown_unit
2850,nan unknown_unit
2851,nan unknown_unit
2852,nan unknown_unit
2853,nan unknown_unit
2854,nan unknown_unit
2855,nan unknown_unit
2856,nan unknown_unit
2857,nan unknown_unit
2858,nan unknown_unit
2859,nan unknown_unit
2860,nan unknown_unit
2861,nan unknown_unit
2862,nan unknown_unit
2863,nan unknown_unit
2864,nan unknown_unit
2865,nan unknown_unit
2866,nan unknown_unit
2867,nan unknown_unit
2868,nan unknown_unit
2869,nan unknown_unit
2870,nan unknown_unit
2871,nan unknown_unit
2872,nan unknown_unit
2873,nan unknown_unit
2874,nan unknown_unit
2875,nan unknown_unit
2876,nan unknown_unit
2877,nan unknown_unit
2878,nan unknown_unit
2879,nan unknown_unit
2880,nan unknown_unit
2881,nan unknown_unit
2882,nan unknown_unit
2883,nan unknown_unit
2884,nan unknown_unit
2885,nan unknown_unit
2886,nan unknown_unit
2887,nan unknown_unit
2888,nan unknown_unit
2889,nan unknown_unit
2890,nan unknown_unit
2891,nan unknown_unit
2892,nan unknown_unit
2893,nan unknown_unit
2894,nan unknown_unit
2895,nan unknown_unit
2896,nan unknown_unit
2897,nan unknown_unit
2898,nan unknown_unit
2899,nan unknown_unit
2900,nan unknown_unit
2901,nan unknown_unit
2902,nan unknown_unit
2903,nan unknown_unit
2904,nan unknown_unit
2905,nan unknown_unit
2906,nan unknown_unit
2907,nan unknown_unit
2908,nan unknown_unit
2909,nan unknown_unit
2910,nan unknown_unit
2911,nan unknown_unit
2912,nan unknown_unit
2913,nan unknown_unit
2914,nan unknown_unit
2915,nan unknown_unit
2916,nan unknown_unit
2917,nan unknown_unit
2918,nan unknown_unit
2919,nan unknown_unit
2920,nan unknown_unit
2921,nan unknown_unit
2922,nan unknown_unit
2923,nan unknown_unit
2924,nan unknown_unit
2925,nan unknown_unit
2926,nan unknown_unit
2927,nan unknown_unit
2928,nan unknown_unit
2929,nan unknown_unit
2930,nan unknown_unit
2931,nan unknown_unit
2932,nan unknown_unit
2933,nan unknown_unit
2934,nan unknown_unit
2935,nan unknown_unit
2936,nan unknown_unit
2937,nan unknown_unit
2938,nan unknown_unit
2939,nan unknown_unit
2940,nan unknown_unit
2941,nan unknown_unit
2942,nan unknown_unit
2943,nan unknown_unit
2944,nan unknown_unit
2945,nan unknown_unit
2946,nan unknown_unit
2947,nan unknown_unit
2948,nan unknown_unit
2949,nan unknown_unit
2950,nan unknown_unit
2951,nan unknown_unit
2952,nan unknown_unit
2953,nan unknown_unit
2954,nan unknown_unit
2955,nan unknown_unit
2956,nan unknown_unit
2957,nan unknown_unit
2958,nan unknown_unit
2959,nan unknown_unit
2960,nan unknown_unit
2961,nan unknown_unit
2962,nan unknown_unit
2963,nan unknown_unit
2964,nan unknown_unit
2965,nan unknown_unit
2966,nan unknown_unit
2967,nan unknown_unit
2968,nan unknown_unit
2969,nan unknown_unit
2970,nan unknown_unit
2971,nan unknown_unit
2972,nan unknown_unit
2973,nan unknown_unit
2974,nan unknown_unit
2975,nan unknown_unit
2976,nan unknown_unit
2977,nan unknown_unit
2978,nan unknown_unit
2979,nan unknown_unit
2980,nan unknown_unit
2981,nan unknown_unit
2982,nan unknown_unit
2983,nan unknown_unit
2984,nan unknown_unit
2985,nan unknown_unit
2986,nan unknown_unit
2987,nan unknown_unit
2988,nan unknown_unit
2989,nan unknown_unit
2990,nan unknown_unit
2991,nan unknown_unit
2992,nan unknown_unit
2993,nan unknown_unit
2994,nan unknown_unit
2995,nan unknown_unit
2996,nan unknown_unit
2997,nan unknown_unit
2998,nan unknown_unit
2999,nan unknown_unit
3000,nan unknown_unit
3001,nan unknown_unit
3002,nan unknown_unit
3003,nan unknown_unit
3004,nan unknown_unit
3005,nan unknown_unit
3006,nan unknown_unit
3007,nan unknown_unit
3008,nan unknown_unit
3009,nan unknown_unit
3010,nan unknown_unit
3011,nan unknown_unit
3012,nan unknown_unit
3013,nan unknown_unit
3014,nan unknown_unit
3015,nan unknown_unit
3016,nan unknown_unit
3017,nan unknown_unit
3018,nan unknown_unit
3019,nan unknown_unit
3020,nan unknown_unit
3021,nan unknown_unit
3022,nan unknown_unit
3023,nan unknown_unit
3024,nan unknown_unit
3025,nan unknown_unit
3026,nan unknown_unit
3027,nan unknown_unit
3028,nan unknown_unit
3029,nan unknown_unit
3030,nan unknown_unit
3031,nan unknown_unit
3032,nan unknown_unit
3033,nan unknown_unit
3034,nan unknown_unit
3035,nan unknown_unit
3036,nan unknown_unit
3037,nan unknown_unit
3038,nan unknown_unit
3039,nan unknown_unit
3040,nan unknown_unit
3041,nan unknown_unit
3042,nan unknown_unit
3043,nan unknown_unit
3044,nan unknown_unit
3045,nan unknown_unit
3046,nan unknown_unit
3047,nan unknown_unit
3048,nan unknown_unit
3049,nan unknown_unit
3050,nan unknown_unit
3051,nan unknown_unit
3052,nan unknown_unit
3053,nan unknown_unit
3054,nan unknown_unit
3055,nan unknown_unit
3056,nan unknown_unit
3057,nan unknown_unit
3058,nan unknown_unit
3059,nan unknown_unit
3060,nan unknown_unit
3061,nan unknown_unit
3062,nan unknown_unit
3063,nan unknown_unit
3064,nan unknown_unit
3065,nan unknown_unit
3066,nan unknown_unit
3067,nan unknown_unit
3068,nan unknown_unit
3069,nan unknown_unit
3070,nan unknown_unit
3071,nan unknown_unit
3072,nan unknown_unit
3073,nan unknown_unit
3074,nan unknown_unit
3075,nan unknown_unit
3076,nan unknown_unit
3077,nan unknown_unit
3078,nan unknown_unit
3079,nan unknown_unit
3080,nan unknown_unit
3081,nan unknown_unit
3082,nan unknown_unit
3083,nan unknown_unit
3084,nan unknown_unit
3085,nan unknown_unit
3086,nan unknown_unit
3087,nan unknown_unit
3088,nan unknown_unit
3089,nan unknown_unit
3090,nan unknown_unit
3091,nan unknown_unit
3092,nan unknown_unit
3093,nan unknown_unit
3094,nan unknown_unit
3095,nan unknown_unit
3096,nan unknown_unit
3097,nan unknown_unit
3098,nan unknown_unit
3099,nan unknown_unit
3100,nan unknown_unit
3101,nan unknown_unit
3102,nan unknown_unit
3103,nan unknown_unit
3104,nan unknown_unit
3105,nan unknown_unit
3106,nan unknown_unit
3107,nan unknown_unit
3108,nan unknown_unit
3109,nan unknown_unit
3110,nan unknown_unit
3111,nan unknown_unit
3112,nan unknown_unit
3113,nan unknown_unit
3114,nan unknown_unit
3115,nan unknown_unit
3116,nan unknown_unit
3117,nan unknown_unit
3118,nan unknown_unit
3119,nan unknown_unit
3120,nan unknown_unit
3121,nan unknown_unit
3122,nan unknown_unit
3123,nan unknown_unit
3124,nan unknown_unit
3125,nan unknown_unit
3126,nan unknown_unit
3127,nan unknown_unit
3128,nan unknown_unit
3129,nan unknown_unit
3130,nan unknown_unit
3131,nan unknown_unit
3132,nan unknown_unit
3133,nan unknown_unit
3134,nan unknown_unit
3135,nan unknown_unit
3136,nan unknown_unit
3137,nan unknown_unit
3138,nan unknown_unit
3139,nan unknown_unit
3140,nan unknown_unit
3141,nan unknown_unit
3142,nan unknown_unit
3143,nan unknown_unit
3144,nan unknown_unit
3145,nan unknown_unit
3146,nan unknown_unit
3147,nan unknown_unit
3148,nan unknown_unit
3149,nan unknown_unit
3150,nan unknown_unit
3151,nan unknown_unit
3152,nan unknown_unit
3153,nan unknown_unit
3154,nan unknown_unit
3155,nan unknown_unit
3156,nan unknown_unit
3157,nan unknown_unit
3158,nan unknown_unit
3159,nan unknown_unit
3160,nan unknown_unit
3161,nan unknown_unit
3162,nan unknown_unit
3163,nan unknown_unit
3164,nan unknown_unit
3165,nan unknown_unit
3166,nan unknown_unit
3167,nan unknown_unit
3168,nan unknown_unit
3169,nan unknown_unit
3170,nan unknown_unit
3171,nan unknown_unit
3172,nan unknown_unit
3173,nan unknown_unit
3174,nan unknown_unit
3175,nan unknown_unit
3176,nan unknown_unit
3177,nan unknown_unit
3178,nan unknown_unit
3179,nan unknown_unit
3180,nan unknown_unit
3181,nan unknown_unit
3182,nan unknown_unit
3183,nan unknown_unit
3184,nan unknown_unit
3185,nan unknown_unit
3186,nan unknown_unit
3187,nan unknown_unit
3188,nan unknown_unit
3189,nan unknown_unit
3190,nan unknown_unit
3191,nan unknown_unit
3192,nan unknown_unit
3193,nan unknown_unit
3194,nan unknown_unit
3195,nan unknown_unit
3196,nan unknown_unit
3197,nan unknown_unit
3198,nan unknown_unit
3199,nan unknown_unit
3200,nan unknown_unit
3201,nan unknown_unit
3202,nan unknown_unit
3203,nan unknown_unit
3204,nan unknown_unit
3205,nan unknown_unit
3206,nan unknown_unit
3207,nan unknown_unit
3208,nan unknown_unit
3209,nan unknown_unit
3210,nan unknown_unit
3211,nan unknown_unit
3212,nan unknown_unit
3213,nan unknown_unit
3214,nan unknown_unit
3215,nan unknown_unit
3216,nan unknown_unit
3217,nan unknown_unit
3218,nan unknown_unit
3219,nan unknown_unit
3220,nan unknown_unit
3221,nan unknown_unit
3222,nan unknown_unit
3223,nan unknown_unit
3224,nan unknown_unit
3225,nan unknown_unit
3226,nan unknown_unit
3227,nan unknown_unit
3228,nan unknown_unit
3229,nan unknown_unit
3230,nan unknown_unit
3231,nan unknown_unit
3232,nan unknown_unit
3233,nan unknown_unit
3234,nan unknown_unit
3235,nan unknown_unit
3236,nan unknown_unit
3237,nan unknown_unit
3238,nan unknown_unit
3239,nan unknown_unit
3240,nan unknown_unit
3241,nan unknown_unit
3242,nan unknown_unit
3243,nan unknown_unit
3244,nan unknown_unit
3245,nan unknown_unit
3246,nan unknown_unit
3247,nan unknown_unit
3248,nan unknown_unit
3249,nan unknown_unit
3250,nan unknown_unit
3251,nan unknown_unit
3252,nan unknown_unit
3253,nan unknown_unit
3254,nan unknown_unit
3255,nan unknown_unit
3256,nan unknown_unit
3257,nan unknown_unit
3258,nan unknown_unit
3259,nan unknown_unit
3260,nan unknown_unit
3261,nan unknown_unit
3262,nan unknown_unit
3263,nan unknown_unit
3264,nan unknown_unit
3265,nan unknown_unit
3266,nan unknown_unit
3267,nan unknown_unit
3268,nan unknown_unit
3269,nan unknown_unit
3270,nan unknown_unit
3271,nan unknown_unit
3272,nan unknown_unit
3273,nan unknown_unit
3274,nan unknown_unit
3275,nan unknown_unit
3276,nan unknown_unit
3277,nan unknown_unit
3278,nan unknown_unit
3279,nan unknown_unit
3280,nan unknown_unit
3281,nan unknown_unit
3282,nan unknown_unit
3283,nan unknown_unit
3284,nan unknown_unit
3285,nan unknown_unit
3286,nan unknown_unit
3287,nan unknown_unit
3288,nan unknown_unit
3289,nan unknown_unit
3290,nan unknown_unit
3291,nan unknown_unit
3292,nan unknown_unit
3293,nan unknown_unit
3294,nan unknown_unit
3295,nan unknown_unit
3296,nan unknown_unit
3297,nan unknown_unit
3298,nan unknown_unit
3299,nan unknown_unit
3300,nan unknown_unit
3301,nan unknown_unit
3302,nan unknown_unit
3303,nan unknown_unit
3304,nan unknown_unit
3305,nan unknown_unit
3306,nan unknown_unit
3307,nan unknown_unit
3308,nan unknown_unit
3309,nan unknown_unit
3310,nan unknown_unit
3311,nan unknown_unit
3312,nan unknown_unit
3313,nan unknown_unit
3314,nan unknown_unit
3315,nan unknown_unit
3316,nan unknown_unit
3317,nan unknown_unit
3318,nan unknown_unit
3319,nan unknown_unit
3320,nan unknown_unit
3321,nan unknown_unit
3322,nan unknown_unit
3323,nan unknown_unit
3324,nan unknown_unit
3325,nan unknown_unit
3326,nan unknown_unit
3327,nan unknown_unit
3328,nan unknown_unit
3329,nan unknown_unit
3330,nan unknown_unit
3331,nan unknown_unit
